2024-10-14 17-57-30 top info:
Tasks: 447 total,   3 running, 443 sleeping,   0 stopped,   1 zombie
  Mem:  6078876K total,  2994620K used,  3084256K free,    18924K buffers
 Swap:  3343376K total,        0K used,  3343376K free,  1136196K cached
800%cpu 232%user   0%nice 293%sys 271%idle   0%iow   0%irq   4%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  599 shell        20   0  11G  14M 5.2M S  139   0.2   0:25.12 adbd --root_seclabel=u:r:su:s0
 5215 shell        20   0  25M 4.1M 3.6M R  114   0.0   0:00.03 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
 3940 u0_a69       16  -4  32G 268M 173M S 42.8   4.5   0:10.80 com.yangcong345.android.phone
 5213 shell        20   0  10G 5.2M 4.1M R 28.5   0.0   0:00.04 top -b -n 1 -d 5
 1021 system       18  -2  18G 355M 259M S 21.4   5.9   0:31.31 system_server
  311 root         20   0    0    0    0 I  7.1   0.0   0:01.57 [kworker/u16:4-stk_ps_tune0_wq]
  125 root         20   0    0    0    0 R  7.1   0.0   0:01.06 [kworker/u16:1+adb]
 3178 u0_a113      10 -10  15G 274M 158M S  3.5   4.6   0:11.99 com.yangcong345.eye.protection
 1827 root         10 -10    0    0    0 S  3.5   0.0   0:00.74 [main_thread]
  915 shell        20   0  10G 3.8M 3.1M S  3.5   0.0   0:02.08 logcat -v threadtime -b all
  492 system       20   0  10G 6.9M 5.6M S  3.5   0.1   0:00.55 android.hardware.sensors@2.0-service.multihal-mediatek
  312 root         20   0    0    0    0 D  3.5   0.0   0:00.92 [kworker/u16:5+cmdq_auto_release_threa]
   42 root         20   0    0    0    0 S  3.5   0.0   0:00.03 [ksoftirqd/6]
 4708 u0_a66       20   0  15G 113M  61M S  0.0   1.9   0:00.57 com.yangcong345.pad.systemsetting
 4692 system       20   0  14G  87M  39M S  0.0   1.4   0:00.10 com.mid.copymedia
 4664 u0_a27       20   0  14G  91M  42M S  0.0   1.5   0:00.12 com.mediatek.engineermode
 4617 u0_a97       20   0  14G  91M  42M S  0.0   1.5   0:00.08 com.mediatek.camera
 4613 system       20   0  14G  93M  44M S  0.0   1.5   0:00.10 com.hra.security_manage:hra_provider
 4559 u0_a86       20   0 1.3G  83M  43M S  0.0   1.3   0:00.19 com.android.webview:webview_service
 4557 system       20   0  14G 107M  58M S  0.0   1.7   0:00.22 com.hra.agingtests2
 4483 u0_a33       20   0 1.3G 108M  65M S  0.0   1.8   0:00.74 com.google.android.inputmethod.pinyin
 4462 u0_i9000     20   0 1.4G  86M  44M S  0.0   1.4   0:00.13 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
 4441 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 4415 u0_a37       20   0  14G  99M  49M S  0.0   1.6   0:00.30 com.android.statementservice
 4366 u0_a98       20   0  14G  91M  42M S  0.0   1.5   0:00.11 com.android.soundrecorder
 4277 shell        20   0  14G  88M  39M S  0.0   1.4   0:00.09 com.android.shell
 4274 u0_a69       20   0    0    0    0 Z  0.0   0.0   0:00.02 [ZIDThreadPoolEx]
